
Gurobi 11.0.2 (win64) logging started Fri Oct 18 16:25:27 2024

Set parameter LogFile to value "Z:\PyHub\PyHub_results\CM\Cluster_integration\Zeeland_ammonia\20241018162155_minE_refCO2tax-1\solver_log.txt"
Set parameter TimeLimit to value 345600
Set parameter MIPGap to value 0.01
Set parameter NodefileStart to value 60
Set parameter LPWarmStart to value 0
Gurobi Optimizer version 11.0.2 build v11.0.2rc0 (win64 - Windows Server 2019.0 (17763.2))

CPU model: QEMU Virtual CPU version 2.5+, instruction set [SSE2]
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads

Optimize a model with 2435629 rows, 2345993 columns and 5642643 nonzeros
Model fingerprint: 0x2e55a1b9
Variable types: 2341183 continuous, 4810 integer (4810 binary)
Coefficient statistics:
  Matrix range     [2e-05, 1e+08]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 3e+08]
  RHS range        [1e+00, 1e+08]
Warning: Model contains large matrix coefficient range
         Consider reformulating model or setting NumericFocus parameter
         to avoid numerical issues.
Presolve removed 2178573 rows and 2191890 columns
Presolve time: 3.91s
Presolved: 257056 rows, 154103 columns, 956792 nonzeros
Variable types: 149774 continuous, 4329 integer (4329 binary)
Deterministic concurrent LP optimizer: primal and dual simplex
Showing primal log only...


Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
  1932  1347 111207.949    7  434          - 104429.171      - 13203 168587s
  1933  1348 114034.736   88  431          - 104429.171      - 13196 168847s
  1934  1348 104851.325   15  442          - 104429.171      - 13190 168903s
  1935  1349 105411.497   23  442          - 105411.497      - 13183 168920s
  1936  1350 108730.381  179  438          - 105420.316      - 13176 168930s
  1937  1350 106358.389   67  439          - 105427.405      - 13169 168935s
  1939  1352 105427.405   14  434          - 105427.405      - 13156 168942s
  1940  1352 113186.738   43  435          - 105429.610      - 13149 168945s
  1943  1354 107882.439  125  434          - 105429.993      - 13129 168951s
  1945  1356 108235.724  147  435          - 105430.382      - 13115 168957s
  1946  1356 112279.716   10  436          - 105430.714      - 13108 168961s
  1947  1357 107013.823   88  436          - 105430.926      - 13102 168965s
  1948  1358 114927.380   23  434          - 105431.047      - 13095 168970s
  1951  1360 107024.285   88  434          - 105431.453      - 13075 168975s
  1954  1362 105431.554   20  434          - 105431.554      - 13055 169021s
  1955  1362 107730.048  129  357          - 106067.225      - 13048 169140s
  1956  1363 106833.700   82  367          - 106069.447      - 13041 169159s
  1957  1364 106072.463   15  364          - 106072.463      - 13035 169176s
  1958  1364 106759.319   83  366          - 106074.148      - 13028 169191s
  1960  1366 106074.492   21  369          - 106074.492      - 13015 169198s
  1961  1366 107898.738  140  369          - 106074.624      - 13008 169202s
  1963  1368 106074.852   27  371          - 106074.852      - 12995 169207s
  1965  1369 113020.240   35  371          - 106075.002      - 12982 169210s
  1969  1372 107836.143  117  371          - 106075.222      - 12955 169216s
  1972  1374 106075.329    7  371          - 106075.329      - 12935 169221s
  1975  1376 106483.466   63  372          - 106075.383      - 12916 169225s
  1980  1379 106075.492    7  372          - 106075.492      - 12883 169230s
  1981  1380 1278609.48  140  372          - 106075.497      - 12877 169253s
  1982  1380 109114.107  179  388          - 106100.866      - 12870 169298s
  1983  1381 112967.606   31  388          - 106106.308      - 12864 169320s
  1984  1382 106530.109   76  394          - 106109.790      - 12857 169332s
  1985  1382 106362.587   65  389          - 106111.225      - 12851 169344s
  1986  1383 107742.436  136  396          - 106111.581      - 12844 169351s
  1987  1384 107604.907  129  398          - 106111.747      - 12838 169355s
  1989  1385 114177.627   81  396          - 106111.923      - 12825 169362s
  1990  1386 108983.910  182  397          - 106111.984      - 12818 169365s
  1993  1388 106112.103   37  400          - 106112.103      - 12799 169370s
  1995  1389 352184.446   24  400          - 106112.128      - 12786 169398s
  1996  1390 107714.025  118  411          - 106120.221      - 12780 169465s
  1997  1390 108045.270  125  413          - 106122.827      - 12774 169488s
  1998  1391 113866.748  188  415          - 106125.739      - 12767 169503s
  1999  1392 106127.850   49  416          - 106127.850      - 12761 169516s
  2000  1392 107013.823   88  407          - 106129.500      - 12754 169524s
  2001  1393 106979.558   90  411          - 106947.853      - 12748 169531s
  2003  1394 112612.494   22  413          - 106947.853      - 12735 169537s
  2005  1396 114941.609  144  414          - 106947.853      - 12723 169540s
  2006  1396 112754.354   24  414          - 106949.850      - 12716 169557s
  2007  1397 114764.879   12  377          - 107036.500      - 12710 169629s
  2008  1398 108882.825  176  383          - 107036.500      - 12704 169644s
  2009  1398 112613.435   17  386          - 107036.500      - 12697 169650s
  2011  1400 107036.500   62  384          - 107036.500      - 12685 169658s
  2012  1400 114031.168   87  384          - 107036.500      - 12678 169661s
  2014  1402 107036.500   15  386          - 107036.500      - 12666 169665s
  2018  1404 107059.710   90  385          - 107036.500      - 12641 169693s
  2019  1405 109749.195  112  381          - 107054.121      - 12634 169724s
  2020  1406 107054.121   40  381          - 107054.121      - 12628 169733s
  2021  1406 107076.144   92  381          - 107054.121      - 12622 169738s
  2022  1407 107794.875  135  383          - 107054.121      - 12616 169743s
  2023  1408 283751.925   19  383          - 107054.121      - 12609 169747s
  2024  1408 128111.699   29  384          - 107054.121      - 12603 169750s
  2028  1411 107054.121   28  383          - 107054.121      - 12578 169770s
  2029  1412 107067.661   59  388          - 107067.661      - 12572 169797s
  2030  1412 108701.319  172  381          - 107069.683      - 12566 169814s
  2031  1413 107072.492   11  386          - 107072.492      - 12560 169825s
  2032  1414 111207.949    7  388          - 107072.956      - 12554 169831s
  2033  1414 114034.736   88  386          - 107073.203      - 12547 169835s
  2034  1415 107073.422   15  387          - 107073.422      - 12541 169840s
  2037  1417 107073.498   67  392          - 107073.498      - 12523 169845s
  2039  1418 107073.521   14  392          - 107073.521      - 12510 169862s
  2040  1419 113186.738   43  395          - 107083.684      - 12504 169891s
  2041  1420 107148.137  104  400          - 107083.684      - 12498 169898s
  2042  1420 107083.684   94  402          - 107083.684      - 12492 169901s
  2043  1421 107882.439  125  403          - 107083.867      - 12486 169905s
  2045  1422 108235.724  147  404          - 107084.010      - 12474 169911s
  2047  1424 107084.063   88  404          - 107084.063      - 12462 169915s
  2049  1425 112023.532   30  405          - 107084.091      - 12449 169934s
  2050  1426 107093.284   60  406          - 107093.284      - 12443 169975s
  2051  1426 107093.284   88  407          - 107093.284      - 12437 169990s
  2052  1427 113620.065   66  400          - 107093.284      - 12431 170003s
  2053  1428 108629.283  159  400          - 107093.284      - 12425 170007s
  2055  1429 107730.048  129  402          - 107093.284      - 12413 170010s
  2059  1432 107093.284   77  404          - 107093.284      - 12389 170015s
  2060  1432 107093.284   21  404          - 107093.284      - 12383 170032s
  2061  1433 107898.738  140  400          - 107099.397      - 12377 170061s
  2062  1434 107615.094  127  399          - 107099.397      - 12371 170080s
  2063  1434 107099.397   27  402          - 107099.397      - 12365 170085s
  2065  1436 113020.240   35  403          - 107099.397      - 12353 170092s
  2066  1436 107099.397   86  402          - 107099.397      - 12347 170101s
  2069  1438 107836.143  117  403          - 107099.397      - 12329 170105s
  2072  1440 107099.397    7  404          - 107099.397      - 12311 170122s
  2073  1441 107104.650   52  414          - 107104.650      - 12305 170148s
  2074  1442 107104.650   47  411          - 107104.650      - 12299 170159s
  2075  1442 107104.650   63  409          - 107104.650      - 12293 170172s
  2077  1444 276318.181   18  413          - 107104.650      - 12282 170178s
  2078  1444 119632.727   13  411          - 107104.650      - 12276 170181s
  2079  1445 112967.606   31  412          - 107104.650      - 12270 170196s
  2080  1446 107112.004    7  419          - 107112.004      - 12264 170233s
  2081  1446 1278609.48  140  417          - 107112.004      - 12258 170257s
  2082  1447 109114.107  179  418          - 107112.004      - 12252 170265s
  2084  1448 107112.004   76  417          - 107112.004      - 12240 170271s
  2086  1450 107742.436  136  418          - 107112.004      - 12229 170275s
  2088  1451 108045.270  125  419          - 107112.004      - 12217 170280s
  2089  1452 114177.627   81  418          - 107112.004      - 12211 170287s
  2091  1453 121464.693   32  419          - 107112.004      - 12199 170291s
  2096  1456 107714.025  118  419          - 107112.004      - 12170 170309s
  2097  1457 108045.270  125  417          - 107125.073      - 12164 170347s
  2098  1458 113866.748  188  423          - 107125.073      - 12159 170380s
  2099  1458 107126.205   49  425          - 107126.205      - 12153 170386s
  2100  1459 107126.496   88  422          - 107126.496      - 12147 170392s
  2101  1460 107126.694   90  420          - 107126.694      - 12141 170405s
  2103  1461 112612.494   22  422          - 107126.820      - 12130 170410s
  2106  1463 112754.354   24  422          - 107126.888      - 12112 170415s
  2109  1465 112613.435   17  423          - 107126.975      - 12095 170421s
  2114  1468 107127.079   15  423          - 107127.079      - 12067 170425s
  2115  1469 107127.088   84  423          - 107127.088      - 12061 170442s
  2116  1470 107972.308  113  429          - 107135.644      - 12055 170468s
  2117  1470 107138.887   40  420          - 107138.887      - 12050 170491s
  2118  1471 107140.684   90  423          - 107140.684      - 12044 170506s
  2119  1472 109749.195  112  425          - 107141.228      - 12038 170517s
  2120  1472 107141.495   40  425          - 107141.495      - 12032 170523s
  2121  1473 107141.630   92  426          - 107141.630      - 12027 170526s
  2124  1475 128111.699   29  426          - 107141.746      - 12010 170531s
  2128  1478 107141.835   28  427          - 107141.835      - 11987 170535s
  2134  1482 107141.981   15  427          - 107141.981      - 11954 170540s
  2135  1482 107141.984   23  427          - 107141.984      - 11948 170555s
  2136  1483 108730.381  179  429          - 107157.289      - 11942 170605s
  2137  1484 107157.289   67  433          - 107157.289      - 11937 170634s
  2138  1484 114177.174   93  424          - 107157.289      - 11931 170640s
  2140  1486 113186.738   43  429          - 107157.289      - 11920 170646s
  2142  1487 107157.363   94  430          - 107157.363      - 11909 170650s
  2146  1490 112279.716   10  430          - 107157.461      - 11887 170656s
  2149  1492 112023.532   30  431          - 107157.519      - 11870 170660s
  2155  1496 107730.048  129  430          - 107157.634      - 11837 170677s
  2156  1496 107168.939   82  425          - 107168.939      - 11832 170708s
  2157  1497 107170.995   15  434          - 107170.995      - 11826 170724s
  2158  1498 107171.502   83  431          - 107171.502      - 11821 170731s
  2159  1498 107171.861   77  432          - 107171.861      - 11815 170744s
  2160  1499 107172.069   21  432          - 107172.069      - 11810 170749s
  2161  1500 107898.738  140  431          - 107172.212      - 11804 170755s
  2164  1502 107172.369   91  433          - 107172.369      - 11788 170761s
  2169  1505 107836.143  117  433          - 107172.506      - 11761 170765s
  2173  1508 107172.590   52  432          - 107172.590      - 11739 170787s
  2174  1508 107180.231   47  434          - 107180.231      - 11734 170827s
  2175  1509 107182.069   63  436          - 107182.069      - 11728 170841s
  2176  1510 108032.526  128  436          - 107182.673      - 11723 170847s
  2177  1510 276318.181   18  437          - 107182.961      - 11717 170852s
  2178  1511 119632.727   13  438          - 107183.086      - 11712 170855s
  2180  1512 107183.295    7  437          - 107183.295      - 11701 170862s
  2182  1514 109114.107  179  437          - 107183.360      - 11691 170870s
  2184  1515 107183.408   76  437          - 107183.408      - 11680 170876s
  2188  1518 108045.270  125  437          - 107183.482      - 11658 170880s
  2190  1519 108983.910  182  437          - 107183.509      - 11648 170896s
  2191  1520 121464.693   32  439          - 107186.385      - 11643 170920s
  2192  1520 107856.466  139  441          - 107187.151      - 11637 170933s
  2193  1521 107187.754   37  441          - 107187.754      - 11632 170947s
  2194  1522 107188.682   15  446          - 107188.682      - 11627 170955s
  2195  1522 352184.446   24  446          - 107188.791      - 11621 170961s
  2197  1524 108045.270  125  447          - 107188.878      - 11611 170966s
  2200  1526 107188.953   88  449          - 107188.953      - 11595 170972s
  2203  1528 112612.494   22  449          - 107189.010      - 11579 170975s
  2205  1529 114941.609  144  448          - 107189.038      - 11569 170998s
  2206  1530 112754.354   24  451          - 107193.474      - 11563 171021s
  2207  1530 114764.879   12  450          - 107193.474      - 11558 171033s
  2208  1531 108882.825  176  450          - 107193.474      - 11553 171037s
  2209  1532 112613.435   17  451          - 107193.474      - 11548 171047s
  2210  1532 107193.474  107  449          - 107193.474      - 11542 171053s
  2211  1533 107193.474   62  452          - 107193.474      - 11537 171055s
  2213  1534 111927.904   14  451          - 107193.474      - 11527 171061s
  2215  1536 107193.474   84  450          - 107193.474      - 11516 171068s
  2216  1536 107972.308  113  451          - 107193.476      - 11511 171071s
  2218  1538 107193.515   90  450          - 107193.515      - 11501 171076s
  2219  1538 109749.195  112  450          - 107193.519      - 11496 171095s
  2220  1539 107202.157   40  451          - 107202.157      - 11490 171156s
  2221  1540 107203.014   92  451          - 107203.014      - 11485 171188s
  2222  1540 107794.875  135  449          - 107203.623      - 11480 171201s
  2223  1541 283751.925   19  451          - 107203.738      - 11475 171210s
  2225  1542 107203.804  103  453          - 107203.804      - 11465 171215s
  2227  1544 107978.771  145  454          - 107203.840      - 11454 171230s
  2228  1544 107207.180   28  449          - 107207.180      - 11449 171262s
  2229  1545 107207.180   59  457          - 107207.180      - 11444 171286s
  2230  1546 108701.319  172  455          - 107207.180      - 11439 171294s
  2231  1546 107207.189   11  456          - 107207.189      - 11434 171299s
  2232  1547 111207.949    7  456          - 107207.247      - 11429 171312s
  2234  1548 107207.300   15  457          - 107207.300      - 11418 171316s
  2236  1550 108730.381  179  457          - 107207.320      - 11408 171331s
  2237  1550 107209.775   67  454          - 107209.775      - 11403 171359s
  2238  1551 114177.174   93  456          - 107210.837      - 11398 171384s
  2239  1552 107211.263   14  454          - 107211.263      - 11393 171393s
  2240  1552 113186.738   43  456          - 107211.482      - 11388 171401s
  2241  1553 107211.533  104  454          - 107211.533      - 11383 171405s
  2243  1554 107882.439  125  455          - 107211.627      - 11373 171411s
  2245  1556 108235.724  147  455          - 107211.690      - 11362 171419s
  2246  1556 112279.716   10  455          - 107211.704      - 11357 171421s
  2247  1557 107211.717   88  456          - 107211.717      - 11352 171426s
  2249  1558 112023.532   30  456          - 107211.742      - 11342 171442s
  2250  1559 107221.807   60  450          - 107221.807      - 11337 171489s
  2251  1560 107222.045   88  445          - 107222.045      - 11332 171514s
  2252  1560 113620.065   66  455          - 107222.964      - 11327 171535s
  2253  1561 108629.283  159  454          - 107223.306      - 11322 171549s
  2254  1562 107223.400   20  455          - 107223.400      - 11317 171558s
  2255  1562 107730.048  129  455          - 107223.491      - 11312 171565s
  2256  1563 107223.551   82  457          - 107223.551      - 11307 171574s
  2257  1564 107223.580   15  456          - 107223.580      - 11302 171587s
  2258  1564 107223.612   83  456          - 107223.612      - 11297 171591s
  2260  1566 107223.651   21  457          - 107223.651      - 11287 171598s
  2261  1566 107898.738  140  458          - 107223.671      - 11282 171600s
  2263  1568 107223.697   27  458          - 107223.697      - 11272 171617s
  2264  1568 107227.711   91  454          - 107227.711      - 11267 171648s
  2265  1569 113020.240   35  458          - 107227.842      - 11262 171672s
  2266  1570 107228.403   86  459          - 107228.403      - 11257 171684s
  2267  1570 107966.913  142  459          - 107228.517      - 11252 171691s
  2268  1571 107228.585    7  459          - 107228.585      - 11247 171697s
  2269  1572 107836.143  117  459          - 107228.632      - 11242 171708s
  2270  1572 113574.506   59  459          - 107228.657      - 11237 171711s
  2271  1573 107615.874  123  459          - 107228.682      - 11232 171715s
  2273  1574 107228.718   52  459          - 107228.718      - 11223 171735s
  2274  1575 107234.968   47  450          - 107234.968      - 11218 171772s
  2275  1576 107237.321   63  453          - 107237.321      - 11213 171798s
  2276  1576 108032.526  128  456          - 107238.677      - 11208 171822s
  2277  1577 276318.181   18  457          - 107239.210      - 11203 171833s
  2278  1578 119632.727   13  457          - 107239.342      - 11198 171838s
  2279  1578 112967.606   31  457          - 107239.540      - 11193 171845s
  2280  1579 107239.590    7  455          - 107239.590      - 11188 171850s
  2281  1580 1278609.48  140  457          - 107239.638      - 11183 171861s
  2283  1581 112967.606   31  456          - 107239.674      - 11173 171866s
  2284  1582 107239.682   76  457          - 107239.682      - 11168 171880s
  2285  1582 107248.504   65  457          - 107248.504      - 11164 171916s
  2286  1583 107742.436  136  459          - 107249.092      - 11159 171931s
  2287  1584 107604.907  129  461          - 107249.843      - 11154 171943s
  2288  1584 108045.270  125  462          - 107250.054      - 11149 171951s
  2289  1585 114177.627   81  460          - 107250.158      - 11144 171955s
  2290  1586 108983.910  182  460          - 107250.286      - 11139 171960s
  2291  1586 121464.693   32  460          - 107250.351      - 11134 171965s
  2292  1587 107856.466  139  463          - 107250.448      - 11129 171972s
  2293  1588 107250.489   37  461          - 107250.489      - 11125 171982s
  2294  1588 107250.515   15  460          - 107250.515      - 11120 171985s
  2295  1589 352184.446   24  461          - 107250.524      - 11115 171998s
  2296  1590 107714.025  118  462          - 107254.144      - 11110 172030s
  2297  1590 108045.270  125  463          - 107256.356      - 11105 172058s
  2298  1591 113866.748  188  464          - 107257.111      - 11100 172069s
  2299  1592 107257.665   49  463          - 107257.665      - 11096 172079s
  2300  1592 107257.792   88  465          - 107257.792      - 11091 172084s
  2301  1593 107257.878   90  463          - 107257.878      - 11086 172098s
  2302  1594 108062.511  146  464          - 107257.931      - 11081 172102s
  2303  1594 112612.494   22  467          - 107257.960      - 11076 172105s
  2305  1596 114941.609  144  466          - 107257.981      - 11067 172122s
  2306  1596 112754.354   24  464          - 107263.543      - 11062 172161s
  2307  1597 114764.879   12  464          - 107264.397      - 11057 172182s
  2308  1598 108882.825  176  466          - 107264.934      - 11052 172195s
  2309  1598 112613.435   17  468          - 107266.481      - 11048 172210s
  2310  1599 107266.643  107  466          - 107266.643      - 11043 172217s
  2311  1600 107266.716   62  466          - 107266.716      - 11038 172229s
  2312  1600 114031.168   87  466          - 107266.738      - 11033 172231s
  2314  1602 107266.766   15  465          - 107266.766      - 11024 172249s
  2315  1602 107277.174   84  455          - 107277.174      - 11019 172294s
  2316  1603 107972.308  113  465          - 107283.459      - 11014 172339s
  2317  1604 107285.233   40  466          - 107285.233      - 11009 172370s
  2318  1604 107285.979   90  463          - 107285.979      - 11005 172382s
  2319  1605 109749.195  112  465          - 107286.180      - 11000 172394s
  2320  1606 107286.340   40  465          - 107286.340      - 10995 172399s
  2321  1606 107286.460   92  466          - 107286.460      - 10990 172404s
  2322  1607 107794.875  135  465          - 107286.504      - 10986 172409s
  2323  1608 283751.925   19  466          - 107286.543      - 10981 172412s
  2324  1608 128111.699   29  465          - 107286.576      - 10976 172415s
  2326  1610 113768.519   73  466          - 107286.638      - 10967 172420s
  2327  1610 107978.771  145  468          - 107286.649      - 10962 172435s
  2328  1611 107297.528   28  461          - 107297.528      - 10957 172502s
  2329  1612 107299.940   59  464          - 107299.940      - 10953 172556s
  2330  1612 108701.319  172  466          - 107300.715      - 10948 172575s
  2331  1613 107301.054   11  465          - 107301.054      - 10943 172587s
  2332  1614 111207.949    7  464          - 107301.475      - 10939 172603s
  2333  1614 114034.736   88  465          - 107301.714      - 10934 172611s
  2334  1615 107301.798   15  465          - 107301.798      - 10929 172618s
  2335  1616 107301.818   23  465          - 107301.818      - 10925 172622s
  2336  1616 108730.381  179  466          - 107301.849      - 10920 172626s
  2337  1617 107301.881   67  466          - 107301.881      - 10915 172630s
  2338  1618 114177.174   93  465          - 107301.928      - 10911 172635s
  2339  1618 107301.943   14  465          - 107301.943      - 10906 172641s
  2340  1619 113186.738   43  464          - 107301.949      - 10901 172661s
  2341  1620 107312.596  104  452          - 107312.596      - 10897 172702s
  2342  1620 107314.920   94  465          - 107314.920      - 10892 172729s
  2343  1621 107882.439  125  467          - 107316.081      - 10887 172748s
  2344  1622 107316.749   42  468          - 107316.749      - 10883 172761s
  2345  1622 108235.724  147  467          - 107317.030      - 10878 172770s
  2346  1623 112279.716   10  469          - 107317.103      - 10873 172776s
  2347  1624 107317.154   88  466          - 107317.154      - 10869 172781s
  2348  1624 114927.380   23  469          - 107317.220      - 10864 172793s
  2349  1625 112023.532   30  467          - 107317.234      - 10859 172796s
  2351  1626 107317.267   88  468          - 107317.267      - 10850 172802s
  2352  1627 113620.065   66  468          - 107317.278      - 10846 172817s
  2353  1628 108629.283  159  464          - 107322.784      - 10841 172860s
  2354  1628 107323.878   20  472          - 107323.878      - 10836 172889s
  2355  1629 107730.048  129  471          - 107324.982      - 10832 172909s
  2356  1630 107325.250   82  474          - 107325.250      - 10827 172918s
  2357  1630 107325.407   15  472          - 107325.407      - 10823 172924s
  2358  1631 107325.537   83  475          - 107325.537      - 10818 172931s
  2360  1632 107325.620   21  476          - 107325.620      - 10809 172939s
  2361  1633 107898.738  140  475          - 107325.652      - 10804 172942s
  2363  1634 107325.680   27  476          - 107325.680      - 10795 172956s
  2364  1635 107328.186   91  463          - 107328.186      - 10791 172987s
  2365  1636 113020.240   35  474          - 107329.596      - 10786 173012s
  2366  1636 107330.802   86  479          - 107330.802      - 10781 173028s
  2367  1637 107966.913  142  479          - 107331.197      - 10777 173046s
  2368  1638 107331.524    7  479          - 107331.524      - 10772 173054s
  2369  1638 107836.143  117  479          - 107331.664      - 10768 173060s
  2371  1640 107615.874  123  479          - 107331.776      - 10759 173068s
  2372  1640 107331.810    7  478          - 107331.810      - 10754 173071s
  2374  1642 107331.832   47  481          - 107331.832      - 10745 173090s
  2375  1642 107337.601   63  477          - 107337.601      - 10741 173127s
  2376  1643 108032.526  128  476          - 107339.761      - 10736 173161s
  2377  1644 276318.181   18  479          - 107340.923      - 10732 173185s
  2378  1644 119632.727   13  479          - 107341.203      - 10727 173194s
  2379  1645 112967.606   31  477          - 107341.365      - 10722 173202s
  2380  1646 107341.472    7  478          - 107341.472      - 10718 173206s
  2382  1647 109114.107  179  480          - 107341.537      - 10709 173211s
  2384  1648 107341.558   76  479          - 107341.558      - 10700 173229s
  2385  1649 107349.921   65  478          - 107349.921      - 10696 173271s
  2386  1650 107742.436  136  478          - 107350.956      - 10691 173302s
  2387  1650 107604.907  129  477          - 107351.223      - 10687 173318s
  2388  1651 108045.270  125  482          - 107351.340      - 10682 173324s
  2389  1652 114177.627   81  477          - 107351.445      - 10678 173332s
  2390  1652 108983.910  182  483          - 107351.487      - 10673 173336s
  2391  1653 121464.693   32  483          - 107351.509      - 10669 173340s
  2392  1654 107856.466  139  484          - 107351.520      - 10664 173355s
  2393  1654 107362.710   37  472          - 107362.710      - 10660 173398s
  2394  1655 107362.710   15  471          - 107362.710      - 10655 173414s
  2395  1656 352184.446   24  478          - 107362.730      - 10651 173429s
  2396  1656 107714.025  118  477          - 107363.203      - 10646 173445s
  2397  1657 108045.270  125  479          - 107363.450      - 10642 173453s
  2398  1658 113866.748  188  480          - 107363.759      - 10638 173459s
  2399  1658 107364.645   49  478          - 107364.645      - 10633 173476s
  2400  1659 107365.611   88  476          - 107365.611      - 10629 173492s
  2401  1660 107365.694   90  478          - 107365.694      - 10624 173496s
  2403  1661 112612.494   22  478          - 107365.759      - 10615 173501s
  2405  1662 114941.609  144  480          - 107365.801      - 10607 173505s
  2408  1664 108882.825  176  479          - 107365.833      - 10593 173531s
  2409  1665 112613.435   17  478          - 107370.111      - 10589 173555s
  2410  1666 107370.111  107  484          - 107370.111      - 10585 173579s
  2411  1666 107370.111   62  478          - 107370.111      - 10580 173588s
  2412  1667 114031.168   87  482          - 107370.178      - 10576 173592s
  2413  1668 111927.904   14  481          - 107370.203      - 10571 173596s
  2415  1669 107370.291   84  482          - 107370.291      - 10563 173602s
  2416  1670 107972.308  113  482          - 107370.318      - 10558 173608s
  2417  1670 107370.336   40  482          - 107370.336      - 10554 173612s
  2419  1672 109749.195  112  482          - 107370.439      - 10545 173616s
  2421  1673 107370.465   92  482          - 107370.465      - 10536 173629s
  2422  1674 107794.875  135  481          - 107371.693      - 10532 173648s
  2423  1674 283751.925   19  482          - 107371.693      - 10528 173656s
  2425  1676 107371.693  103  483          - 107371.693      - 10519 173665s
  2427  1677 107978.771  145  483          - 107371.693      - 10510 173681s
  2428  1678 107372.463   28  482          - 107372.463      - 10506 173716s
  2429  1678 107373.370   59  483          - 107373.370      - 10502 173750s
  2430  1679 108701.319  172  478          - 107373.991      - 10497 173760s
  2431  1680 107374.227   11  478          - 107374.227      - 10493 173769s
  2432  1680 111207.949    7  480          - 107374.437      - 10489 173777s
  2434  1682 107374.504   15  482          - 107374.504      - 10480 173783s
  2435  1682 107374.519   23  480          - 107374.519      - 10476 173786s
  2437  1684 107374.540   67  482          - 107374.540      - 10467 173803s
  2438  1684 114177.174   93  480          - 107376.969      - 10463 173826s
  2439  1685 107376.969   14  479          - 107376.969      - 10459 173837s
  2440  1686 113186.738   43  480          - 107376.969      - 10454 173843s
  2441  1686 107376.969  104  481          - 107376.969      - 10450 173846s
  2443  1688 107882.439  125  480          - 107376.969      - 10442 173862s
  2444  1688 107380.914   42  480          - 107380.914      - 10437 173891s
  2445  1689 108235.724  147  477          - 107381.596      - 10433 173909s
  2446  1690 112279.716   10  480          - 107381.824      - 10429 173917s
  2447  1690 107381.937   88  479          - 107381.937      - 10425 173922s
  2448  1691 114927.380   23  479          - 107382.011      - 10420 173925s
  2449  1692 112023.532   30  480          - 107382.053      - 10416 173930s
  2451  1693 107382.097   88  481          - 107382.097      - 10408 173935s
  2452  1694 113620.065   66  482          - 107382.105      - 10403 173949s
  2453  1694 108629.283  159  481          - 107386.639      - 10399 173979s
  2454  1695 107386.699   20  482          - 107386.699      - 10395 173993s
  2455  1696 107730.048  129  478          - 107387.209      - 10391 174002s
  2456  1696 107387.259   82  480          - 107387.259      - 10386 174005s
  2458  1698 107387.333   83  483          - 107387.333      - 10378 174011s
  2459  1698 107387.388   77  483          - 107387.388      - 10374 174015s
  2461  1700 107898.738  140  482          - 107387.431      - 10365 174032s
  2462  1700 107615.094  127  481          - 107391.623      - 10361 174057s
  2463  1701 107391.623   27  481          - 107391.623      - 10357 174070s
  2464  1702 107391.623   91  484          - 107391.623      - 10353 174080s
  2465  1702 113020.240   35  485          - 107391.623      - 10348 174086s
  2466  1703 107391.641   86  484          - 107391.641      - 10344 174091s
  2468  1704 107391.749    7  485          - 107391.749      - 10336 174098s
  2469  1705 107836.143  117  485          - 107391.791      - 10332 174100s
  2470  1706 113574.506   59  485          - 107391.799      - 10327 174113s
  2471  1706 107615.874  123  484          - 107394.469      - 10323 174132s
  2472  1707 107394.469    7  482          - 107394.469      - 10319 174140s
  2473  1708 107394.469   52  482          - 107394.469      - 10315 174145s
  2475  1709 107394.469   63  481          - 107394.469      - 10307 174153s
  2476  1710 108032.526  128  481          - 107394.469      - 10302 174156s
  2477  1710 276318.181   18  483          - 107394.469      - 10298 174169s
  2478  1711 119632.727   13  482          - 107398.704      - 10294 174195s
  2479  1712 112967.606   31  480          - 107398.704      - 10290 174204s
  2480  1712 107398.704    7  480          - 107398.704      - 10286 174208s
  2481  1713 1278609.48  140  477          - 107398.974      - 10282 174217s
  2482  1714 109114.107  179  480          - 107399.064      - 10278 174220s
  2483  1714 112967.606   31  481          - 107399.070      - 10273 174233s
  2484  1715 107400.960   76  478          - 107400.960      - 10269 174254s
  2485  1716 107401.203   65  481          - 107401.203      - 10265 174273s
  2486  1716 107742.436  136  480          - 107401.710      - 10261 174285s
  2487  1717 107604.907  129  479          - 107401.854      - 10257 174291s
  2488  1718 108045.270  125  479          - 107401.907      - 10253 174295s
  2490  1719 108983.910  182  479          - 107402.045      - 10244 174302s
  2492  1720 107856.466  139  480          - 107402.077      - 10236 174307s
  2493  1721 107402.086   37  480          - 107402.086      - 10232 174320s
  2494  1722 107404.313   15  472          - 107404.313      - 10228 174343s
  2495  1722 352184.446   24  478          - 107405.001      - 10224 174363s
  2496  1723 107714.025  118  482          - 107405.662      - 10220 174373s
  2497  1724 108045.270  125  483          - 107405.798      - 10216 174378s
  2498  1724 113866.748  188  483          - 107405.849      - 10212 174383s
  2499  1725 107405.872   49  483          - 107405.872      - 10208 174386s
  2500  1726 107405.882   88  483          - 107405.882      - 10204 174400s
  2501  1726 107408.766   90  486          - 107408.766      - 10199 174422s
  2502  1727 108062.511  146  485          - 107408.766      - 10195 174432s
  2503  1728 112612.494   22  482          - 107408.766      - 10191 174436s
