
Gurobi 11.0.2 (win64) logging started Fri Oct 18 16:25:27 2024

Set parameter LogFile to value "Z:\PyHub\PyHub_results\CM\Cluster_integration\Zeeland_ammonia\20241018162155_minE_refCO2tax-1\solver_log.txt"
Set parameter TimeLimit to value 345600
Set parameter MIPGap to value 0.01
Set parameter NodefileStart to value 60
Set parameter LPWarmStart to value 0
Gurobi Optimizer version 11.0.2 build v11.0.2rc0 (win64 - Windows Server 2019.0 (17763.2))

CPU model: QEMU Virtual CPU version 2.5+, instruction set [SSE2]
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads

Optimize a model with 2435629 rows, 2345993 columns and 5642643 nonzeros
Model fingerprint: 0x2e55a1b9
Variable types: 2341183 continuous, 4810 integer (4810 binary)
Coefficient statistics:
  Matrix range     [2e-05, 1e+08]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 3e+08]
  RHS range        [1e+00, 1e+08]
Warning: Model contains large matrix coefficient range
         Consider reformulating model or setting NumericFocus parameter
         to avoid numerical issues.
Presolve removed 2178573 rows and 2191890 columns
Presolve time: 3.91s
Presolved: 257056 rows, 154103 columns, 956792 nonzeros
Variable types: 149774 continuous, 4329 integer (4329 binary)
Deterministic concurrent LP optimizer: primal and dual simplex
Showing primal log only...


Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
  2504  1728 108704.988  171  484          - 107408.766      - 10187 174440s
  2506  1730 112754.354   24  485          - 107408.766      - 10179 174445s
  2509  1732 112613.435   17  485          - 107408.766      - 10167 174461s
  2510  1732 107409.041  107  485          - 107409.041      - 10163 174473s
  2511  1733 107409.041   62  486          - 107409.041      - 10159 174475s
  2513  1734 111927.904   14  488          - 107409.041      - 10151 174480s
  2517  1737 107409.041   40  488          - 107409.041      - 10135 174485s
  2520  1739 107409.041   40  486          - 107409.041      - 10123 174501s
  2521  1740 107411.445   92  485          - 107411.445      - 10119 174524s
  2522  1740 107794.875  135  487          - 107411.707      - 10115 174533s
  2523  1741 283751.925   19  482          - 107411.840      - 10111 174539s
  2524  1742 128111.699   29  484          - 107411.912      - 10106 174544s
  2525  1742 107411.937  103  483          - 107411.937      - 10102 174546s
  2527  1744 107978.771  145  484          - 107411.987      - 10094 174551s
  2530  1746 108701.319  172  484          - 107412.045      - 10083 174555s
  2532  1747 111207.949    7  484          - 107412.068      - 10075 174570s
  2533  1748 114034.736   88  483          - 107414.287      - 10071 174591s
  2534  1748 107414.287   15  488          - 107414.287      - 10067 174606s
  2535  1749 107414.287   23  484          - 107414.287      - 10063 174612s
  2536  1750 108730.381  179  482          - 107414.287      - 10059 174615s
  2538  1751 114177.174   93  481          - 107414.314      - 10051 174620s
  2540  1752 113186.738   43  484          - 107414.334      - 10043 174635s
  2541  1753 107416.243  104  485          - 107416.243      - 10039 174651s
  2542  1754 107416.243   94  486          - 107416.243      - 10035 174659s
  2543  1754 107882.439  125  482          - 107416.243      - 10031 174672s
  2544  1755 107416.243   42  484          - 107416.243      - 10027 174679s
  2545  1756 108235.724  147  486          - 107416.243      - 10023 174684s
  2546  1756 112279.716   10  485          - 107416.243      - 10019 174687s
  2548  1758 114927.380   23  486          - 107416.243      - 10011 174690s
  2550  1759 107416.243   60  486          - 107416.243      - 10003 174706s
  2551  1760 107418.670   88  486          - 107418.670      - 10000 174738s
  2552  1760 113620.065   66  488          - 107419.237      -  9996 174750s
  2553  1761 108629.283  159  487          - 107419.618      -  9992 174759s
  2554  1762 107419.971   20  486          - 107419.971      -  9988 174767s
  2555  1762 107730.048  129  489          - 107420.380      -  9984 174777s
  2556  1763 107420.517   82  485          - 107420.517      -  9980 174784s
  2557  1764 107420.573   15  489          - 107420.573      -  9976 174789s
  2558  1764 107420.611   83  489          - 107420.611      -  9972 174793s
  2559  1765 107420.645   77  489          - 107420.645      -  9968 174798s
  2560  1766 107420.700   21  491          - 107420.700      -  9964 174803s
  2561  1766 107898.738  140  489          - 107420.721      -  9960 174806s
  2563  1768 107420.751   27  492          - 107420.751      -  9953 174823s
  2564  1768 107422.402   91  490          - 107422.402      -  9949 174847s
  2565  1769 113020.240   35  486          - 107422.402      -  9945 174859s
  2566  1770 107422.402   86  489          - 107422.402      -  9941 174864s
  2567  1770 107966.913  142  489          - 107422.402      -  9937 174868s
  2568  1771 107422.402    7  490          - 107422.402      -  9933 174873s
  2569  1772 107836.143  117  490          - 107422.402      -  9929 174876s
  2570  1772 113574.506   59  490          - 107422.402      -  9926 174891s
  2571  1773 107615.874  123  487          - 107423.693      -  9922 174917s
  2572  1774 107423.818    7  491          - 107423.818      -  9918 174933s
  2573  1774 107424.059   52  490          - 107424.059      -  9914 174941s
  2574  1775 107424.542   47  491          - 107424.542      -  9910 174953s
  2575  1776 107424.671   63  491          - 107424.671      -  9906 174958s
  2576  1776 108032.526  128  487          - 107424.854      -  9902 174965s
  2577  1777 276318.181   18  491          - 107424.950      -  9899 174971s
  2578  1778 119632.727   13  491          - 107424.979      -  9895 174975s
  2580  1779 107425.021    7  490          - 107425.021      -  9887 174994s
  2581  1780 1278609.48  140  489          - 107425.974      -  9883 175012s
  2582  1780 109114.107  179  489          - 107425.974      -  9879 175020s
  2584  1782 107425.974   76  490          - 107425.974      -  9872 175027s
  2585  1782 107425.974   65  489          - 107425.974      -  9868 175031s
  2587  1784 107604.907  129  489          - 107425.974      -  9860 175035s
  2588  1784 108045.270  125  488          - 107425.974      -  9857 175049s
  2589  1785 114177.627   81  486          - 107427.312      -  9853 175069s
  2590  1786 108983.910  182  490          - 107427.679      -  9849 175077s
  2591  1786 121464.693   32  490          - 107427.740      -  9845 175080s
  2594  1788 107427.782   15  490          - 107427.782      -  9834 175098s
  2595  1789 352184.446   24  487          - 107428.931      -  9830 175118s
  2596  1790 107714.025  118  488          - 107429.478      -  9826 175130s
  2597  1790 108045.270  125  488          - 107430.099      -  9822 175140s
  2598  1791 113866.748  188  486          - 107430.518      -  9819 175150s
  2599  1792 107430.583   49  487          - 107430.583      -  9815 175155s
  2601  1793 107430.651   90  486          - 107430.651      -  9807 175161s
  2603  1794 112612.494   22  486          - 107430.695      -  9800 175167s
  2605  1796 114941.609  144  488          - 107430.713      -  9792 175182s
  2606  1796 112754.354   24  485          - 107431.662      -  9788 175203s
  2607  1797 114764.879   12  490          - 107431.809      -  9785 175212s
  2608  1798 108882.825  176  491          - 107431.845      -  9781 175216s
  2610  1799 107431.888  107  493          - 107431.888      -  9773 175223s
  2611  1800 107431.906   62  493          - 107431.906      -  9770 175227s
  2612  1800 114031.168   87  491          - 107431.913      -  9766 175241s
  2613  1801 111927.904   14  491          - 107432.538      -  9762 175250s
  2614  1802 107432.538   15  492          - 107432.538      -  9759 175258s
  2615  1802 107432.538   84  492          - 107432.538      -  9755 175266s
  2616  1803 107972.308  113  492          - 107432.538      -  9751 175271s
  2617  1804 107432.576   40  494          - 107432.576      -  9747 175275s
  2619  1805 109749.195  112  494          - 107432.606      -  9740 175280s
  2621  1806 107432.635   92  494          - 107432.635      -  9732 175300s
  2622  1807 107794.875  135  493          - 107433.900      -  9729 175313s
  2623  1808 283751.925   19  495          - 107433.900      -  9725 175319s
  2624  1808 128111.699   29  495          - 107433.900      -  9721 175321s
  2626  1810 113768.519   73  495          - 107433.900      -  9714 175325s
  2627  1810 107978.771  145  495          - 107433.900      -  9710 175340s
  2628  1811 107434.561   28  494          - 107434.561      -  9707 175352s
  2629  1812 107434.691   59  494          - 107434.691      -  9703 175358s
  2630  1812 108701.319  172  495          - 107434.794      -  9699 175362s
  2631  1813 107434.836   11  494          - 107434.836      -  9695 175366s
  2633  1814 114034.736   88  495          - 107434.854      -  9688 175384s
  2634  1815 107438.054   15  488          - 107438.054      -  9684 175409s
  2635  1816 107439.275   23  495          - 107439.275      -  9681 175430s
  2636  1816 108730.381  179  493          - 107439.762      -  9677 175441s
  2637  1817 107439.988   67  494          - 107439.988      -  9673 175451s
  2638  1818 114177.174   93  495          - 107440.128      -  9670 175457s
  2639  1818 107440.172   14  496          - 107440.172      -  9666 175463s
  2640  1819 113186.738   43  496          - 107440.202      -  9662 175467s
  2641  1820 107440.245  104  496          - 107440.245      -  9659 175470s
  2643  1821 107882.439  125  496          - 107440.292      -  9651 175477s
  2644  1822 107440.308   42  497          - 107440.308      -  9648 175480s
  2646  1823 112279.716   10  497          - 107440.332      -  9641 175498s
  2647  1824 107444.674   88  496          - 107444.674      -  9637 175530s
  2648  1824 114927.380   23  496          - 107444.674      -  9633 175540s
  2649  1825 112023.532   30  497          - 107444.674      -  9630 175549s
  2650  1826 107444.674   60  496          - 107444.674      -  9626 175556s
  2651  1826 107444.674   88  499          - 107444.674      -  9622 175562s
  2652  1827 113620.065   66  498          - 107444.674      -  9619 175565s
  2653  1828 108629.283  159  498          - 107444.674      -  9615 175570s
  2655  1829 107730.048  129  496          - 107444.674      -  9608 175588s
  2656  1830 107448.832   82  496          - 107448.832      -  9604 175629s
  2657  1830 107448.832   15  500          - 107448.832      -  9601 175642s
  2658  1831 107448.832   83  499          - 107448.832      -  9597 175651s
  2659  1832 107448.832   77  500          - 107448.832      -  9593 175657s
  2660  1832 107448.832   21  501          - 107448.832      -  9590 175663s
  2661  1833 107898.738  140  498          - 107448.832      -  9586 175667s
  2662  1834 107615.094  127  498          - 107448.842      -  9583 175670s
  2663  1834 107448.850   27  498          - 107448.850      -  9579 175685s
  2664  1835 107452.253   91  493          - 107452.253      -  9575 175723s
  2665  1836 113020.240   35  500          - 107453.143      -  9572 175740s
  2666  1836 107453.445   86  498          - 107453.445      -  9568 175756s
  2667  1837 107966.913  142  499          - 107453.508      -  9565 175761s
  2668  1838 107453.544    7  499          - 107453.544      -  9561 175767s
  2669  1838 107836.143  117  498          - 107453.561      -  9557 175770s
  2670  1839 113574.506   59  500          - 107453.573      -  9554 175785s
  2671  1840 107615.874  123  502          - 107455.381      -  9550 175807s
  2672  1840 107455.381    7  501          - 107455.381      -  9547 175819s
  2673  1841 107455.381   52  503          - 107455.381      -  9543 175825s
  2675  1842 107455.484   63  504          - 107455.484      -  9536 175833s
  2676  1843 108032.526  128  504          - 107455.510      -  9532 175836s
  2678  1844 119632.727   13  505          - 107455.559      -  9525 175842s
  2679  1845 112967.606   31  504          - 107455.571      -  9522 175856s
  2680  1846 107458.898    7  502          - 107458.898      -  9518 175892s
  2681  1846 1278609.48  140  501          - 107459.788      -  9515 175907s
  2682  1847 109114.107  179  503          - 107460.222      -  9511 175921s
  2683  1848 112967.606   31  504          - 107460.382      -  9508 175931s
  2684  1848 107460.470   76  502          - 107460.470      -  9504 175939s
  2685  1849 107460.516   65  502          - 107460.516      -  9500 175944s
  2686  1850 107742.436  136  504          - 107460.542      -  9497 175949s
  2687  1850 107604.907  129  502          - 107460.569      -  9493 175953s
  2688  1851 108045.270  125  502          - 107460.591      -  9490 175956s
  2689  1852 114177.627   81  503          - 107460.617      -  9486 175960s
  2690  1852 108983.910  182  504          - 107460.626      -  9483 175976s
  2691  1853 121464.693   32  501          - 107463.634      -  9479 176011s
  2692  1854 107856.466  139  502          - 107465.086      -  9476 176030s
  2693  1854 107465.620   37  501          - 107465.620      -  9472 176044s
  2694  1855 107465.853   15  502          - 107465.853      -  9469 176051s
  2695  1856 352184.446   24  502          - 107465.962      -  9465 176057s
  2696  1856 107714.025  118  503          - 107466.139      -  9462 176064s
  2697  1857 108045.270  125  501          - 107466.223      -  9458 176069s
  2698  1858 113866.748  188  503          - 107466.252      -  9455 176074s
  2699  1858 107466.317   49  503          - 107466.317      -  9451 176077s
  2700  1859 107466.337   88  504          - 107466.337      -  9448 176080s
  2703  1861 112612.494   22  504          - 107466.388      -  9437 176087s
  2704  1862 108704.988  171  505          - 107466.400      -  9434 176101s
  2705  1862 114941.609  144  495          - 107470.839      -  9430 176140s
  2706  1863 112754.354   24  495          - 107472.384      -  9427 176164s
  2707  1864 114764.879   12  499          - 107472.963      -  9423 176181s
  2708  1864 108882.825  176  501          - 107473.156      -  9420 176193s
  2709  1865 112613.435   17  500          - 107473.290      -  9416 176202s
  2710  1866 107473.353  107  500          - 107473.353      -  9413 176211s
  2711  1866 107473.384   62  500          - 107473.384      -  9409 176217s
  2712  1867 114031.168   87  501          - 107473.410      -  9406 176223s
  2713  1868 111927.904   14  501          - 107473.430      -  9402 176227s
  2714  1868 107473.446   15  501          - 107473.446      -  9399 176230s
  2715  1869 107473.460   84  501          - 107473.460      -  9396 176236s
  2716  1870 107972.308  113  501          - 107473.476      -  9392 176241s
  2718  1871 107473.509   90  501          - 107473.509      -  9385 176248s
  2719  1872 109749.195  112  500          - 107473.517      -  9382 176263s
  2720  1872 107477.019   40  492          - 107477.019      -  9378 176304s
  2721  1873 107478.532   92  501          - 107478.532      -  9375 176334s
  2722  1874 107794.875  135  502          - 107479.017      -  9371 176347s
  2723  1874 283751.925   19  502          - 107479.185      -  9368 176356s
  2724  1875 128111.699   29  503          - 107479.377      -  9364 176365s
  2725  1876 107479.460  103  503          - 107479.460      -  9361 176372s
  2726  1876 113768.519   73  502          - 107479.496      -  9358 176375s
  2728  1878 107479.576   28  503          - 107479.576      -  9351 176383s
  2729  1878 107479.606   59  502          - 107479.606      -  9347 176386s
  2731  1880 107479.643   11  505          - 107479.643      -  9340 176391s
  2732  1880 111207.949    7  504          - 107479.649      -  9337 176404s
  2733  1881 114034.736   88  498          - 107481.041      -  9334 176431s
  2734  1882 107481.041   15  500          - 107481.041      -  9330 176442s
  2735  1882 107481.041   23  501          - 107481.041      -  9327 176447s
  2736  1883 108730.381  179  501          - 107481.048      -  9323 176451s
  2737  1884 107481.069   67  501          - 107481.069      -  9320 176456s
  2739  1885 107481.100   14  501          - 107481.100      -  9313 176462s
  2741  1886 107481.122  104  501          - 107481.122      -  9306 176478s
  2742  1887 107482.452   94  501          - 107482.452      -  9303 176504s
  2743  1888 107882.439  125  504          - 107482.709      -  9300 176521s
  2744  1888 107482.939   42  504          - 107482.939      -  9296 176531s
  2745  1889 108235.724  147  503          - 107483.060      -  9293 176538s
  2746  1890 112279.716   10  506          - 107483.137      -  9289 176544s
  2747  1890 107483.163   88  505          - 107483.163      -  9286 176547s
  2748  1891 114927.380   23  505          - 107483.176      -  9283 176550s
  2751  1893 107483.239   88  508          - 107483.239      -  9273 176557s
  2752  1894 113620.065   66  507          - 107483.251      -  9269 176570s
  2753  1894 108629.283  159  485          - 107487.803      -  9266 176606s
  2754  1895 107489.440   20  500          - 107489.440      -  9262 176635s
  2755  1896 107730.048  129  499          - 107490.211      -  9259 176657s
  2756  1896 107490.603   82  501          - 107490.603      -  9256 176671s
  2757  1897 107490.758   15  500          - 107490.758      -  9252 176680s
  2758  1898 107490.893   83  501          - 107490.893      -  9249 176690s
  2759  1898 107490.984   77  503          - 107490.984      -  9246 176698s
  2760  1899 107491.016   21  503          - 107491.016      -  9242 176704s
  2761  1900 107898.738  140  503          - 107491.038      -  9239 176708s
  2762  1900 107615.094  127  505          - 107491.066      -  9236 176712s
  2763  1901 107491.091   27  506          - 107491.091      -  9232 176716s
  2765  1902 113020.240   35  505          - 107491.134      -  9226 176720s
  2766  1903 107491.144   86  505          - 107491.144      -  9222 176733s
  2767  1904 107966.913  142  499          - 107497.617      -  9219 176776s
  2768  1904 107499.032    7  504          - 107499.032      -  9216 176799s
  2769  1905 107836.143  117  506          - 107499.290      -  9212 176811s
  2770  1906 113574.506   59  504          - 107499.435      -  9209 176819s
  2771  1906 107615.874  123  502          - 107499.499      -  9206 176825s
  2772  1907 107499.564    7  503          - 107499.564      -  9202 176831s
  2773  1908 107499.598   52  502          - 107499.598      -  9199 176836s
  2775  1909 107499.643   63  504          - 107499.643      -  9192 176842s
  2776  1910 108032.526  128  504          - 107499.651      -  9189 176856s
H 2776  1800                    123626.62588 107502.613  13.0%  9189 176887s
  2777  1800 123626.626   18  500 123626.626 110316.259  10.8%  9186 176899s
  2778  1801 119632.727   13  498 123626.626 110316.259  10.8%  9182 176919s
  2779  1802 112967.606   31  503 123626.626 110316.259  10.8%  9179 176933s
  2780  1802 110316.259    7  505 123626.626 110316.259  10.8%  9176 176951s
  2781  1803 123626.626  140  506 123626.626 110316.259  10.8%  9173 176961s
  2782  1804 110316.259  179  506 123626.626 110316.259  10.8%  9169 176967s
H 2782  1699                    112056.39339 110316.259  1.55%  9169 176971s
  2784  1700 110316.259   76  505 112056.393 110316.259  1.55%  9163 176976s
  2785  1701 110316.259   65  506 112056.393 110316.259  1.55%  9159 176981s
  2787  1702 110316.259  129  505 112056.393 110316.259  1.55%  9153 176988s
  2788  1703 110316.259  125  505 112056.393 110316.259  1.55%  9149 176990s
  2789  1703 112056.393   81  505 112056.393 110316.259  1.55%  9146 177006s
  2790  1704 110316.259  182  502 112056.393 110316.259  1.55%  9143 177043s
  2791  1705 112056.393   32  502 112056.393 110316.259  1.55%  9140 177065s
  2792  1705 110316.259  139  505 112056.393 110316.259  1.55%  9136 177075s
  2793  1706 110316.259   37  507 112056.393 110316.259  1.55%  9133 177084s
  2794  1707 110316.259   15  506 112056.393 110316.259  1.55%  9130 177091s
  2795  1707 112056.393   24  506 112056.393 110316.259  1.55%  9127 177096s
  2796  1708 110316.259  118  506 112056.393 110316.259  1.55%  9123 177110s
  2797  1709 110316.259  125  506 112056.393 110316.259  1.55%  9120 177136s
  2798  1709 112056.393  188  503 112056.393 110316.259  1.55%  9117 177148s
  2799  1710 110316.259   49  508 112056.393 110316.259  1.55%  9114 177158s
  2800  1711 110316.259   88  504 112056.393 110316.259  1.55%  9110 177174s
  2801  1711 110316.259   90  506 112056.393 110316.259  1.55%  9107 177184s
  2802  1712 110316.259  146  508 112056.393 110316.259  1.55%  9104 177190s
  2803  1713 112056.393   22  506 112056.393 110316.259  1.55%  9101 177195s
  2805  1714 112056.393  144  507 112056.393 110316.259  1.55%  9094 177205s
  2807  1715 112056.393   12  508 112056.393 110316.259  1.55%  9088 177224s
H 2807  1615                    112030.08872 110316.259  1.53%  9088 177250s
  2808  1616 110316.259  176  504 112030.089 110316.259  1.53%  9084 177261s
  2809  1617 112030.089   17  504 112030.089 110316.259  1.53%  9081 177281s
  2810  1617 110316.259  107  506 112030.089 110316.259  1.53%  9078 177299s
  2811  1618 110316.259   62  506 112030.089 110316.259  1.53%  9075 177307s
  2812  1619 112030.089   87  507 112030.089 110316.259  1.53%  9071 177316s
  2813  1619 111927.904   14  507 112030.089 110316.259  1.53%  9068 177321s
  2814  1620 110316.259   15  509 112030.089 110316.259  1.53%  9065 177327s
  2815  1621 110316.259   84  510 112030.089 110316.259  1.53%  9062 177331s
  2816  1621 110316.259  113  510 112030.089 110316.259  1.53%  9059 177345s
  2817  1622 110316.259   40  504 112030.089 110316.259  1.53%  9055 177367s
H 2817  1526                    112002.26884 110316.259  1.51%  9055 177389s
  2818  1527 110316.259   90  508 112002.269 110316.259  1.51%  9052 177390s
  2819  1527 110316.259  112  509 112002.269 110316.259  1.51%  9049 177406s
H 2819  1436                    111792.80455 110316.259  1.32%  9049 177414s
H 2819  1349                    111765.76196 110316.259  1.30%  9049 177414s
  2821  1351 110320.451   92  510 111765.762 110320.451  1.29%  9042 177421s
  2823  1352 111765.762   19  508 111765.762 110320.451  1.29%  9036 177428s
  2824  1353 111765.762   29  509 111765.762 110320.451  1.29%  9033 177430s
  2826  1354 111765.762   73  510 111765.762 110320.451  1.29%  9026 177451s
  2827  1355 110320.451  145  496 111765.762 110320.451  1.29%  9023 177530s
  2828  1355 110320.451   28  506 111765.762 110320.451  1.29%  9020 177572s
  2829  1356 110320.451   59  506 111765.762 110320.451  1.29%  9017 177592s
  2830  1357 110320.451  172  509 111765.762 110320.451  1.29%  9014 177606s
  2831  1357 110320.451   11  506 111765.762 110320.451  1.29%  9011 177618s
  2832  1358 111207.949    7  508 111765.762 110320.451  1.29%  9007 177623s
  2833  1359 111765.762   88  508 111765.762 110320.451  1.29%  9004 177629s
  2834  1359 110320.451   15  508 111765.762 110320.451  1.29%  9001 177634s
  2835  1360 110320.451   23  509 111765.762 110320.451  1.29%  8998 177636s
  2837  1361 110320.451   67  509 111765.762 110320.451  1.29%  8991 177642s
  2839  1363 110320.451   14  509 111765.762 110320.451  1.29%  8985 177658s
  2840  1363 111765.762   43  508 111765.762 110320.451  1.29%  8982 177691s
  2841  1364 110320.451  104  509 111765.762 110320.451  1.29%  8979 177706s
  2842  1365 110320.451   94  509 111765.762 110320.451  1.29%  8976 177710s
  2843  1365 110320.451  125  509 111765.762 110320.451  1.29%  8972 177715s
  2845  1367 110320.451  147  510 111765.762 110320.451  1.29%  8966 177722s
  2846  1367 111765.762   10  509 111765.762 110320.451  1.29%  8963 177737s
  2847  1368 110320.451   88  507 111765.762 110320.451  1.29%  8960 177771s
  2848  1369 111765.762   23  504 111765.762 110320.451  1.29%  8957 177793s
  2849  1369 111765.762   30  507 111765.762 110320.451  1.29%  8954 177806s
  2850  1370 110320.451   60  506 111765.762 110320.451  1.29%  8950 177814s
  2851  1371 110320.451   88  509 111765.762 110320.451  1.29%  8947 177822s
  2852  1371 111765.762   66  508 111765.762 110320.451  1.29%  8944 177826s
  2854  1373 110320.451   20  509 111765.762 110320.451  1.29%  8938 177843s
  2855  1373 110320.451  129  509 111765.762 110320.451  1.29%  8935 177857s
  2856  1374 110320.451   82  509 111765.762 110320.451  1.29%  8932 177860s
  2857  1375 110320.451   15  509 111765.762 110320.451  1.29%  8929 177874s
  2858  1375 110320.451   83  508 111765.762 110320.451  1.29%  8925 177887s
  2859  1376 110320.451   77  510 111765.762 110320.451  1.29%  8922 177896s
  2860  1377 110320.451   21  509 111765.762 110320.451  1.29%  8919 177901s
  2861  1377 110320.451  140  509 111765.762 110320.451  1.29%  8916 177905s
  2862  1378 110320.451  127  510 111765.762 110320.451  1.29%  8913 177919s
  2863  1379 110331.941   27  504 111765.762 110331.941  1.28%  8910 177937s
  2864  1379 110331.941   91  509 111765.762 110331.941  1.28%  8907 177948s
  2865  1380 111765.762   35  507 111765.762 110331.941  1.28%  8904 177954s
  2866  1381 110331.941   86  508 111765.762 110331.941  1.28%  8900 177958s
  2867  1381 110331.941  142  509 111765.762 110331.941  1.28%  8897 177973s
  2868  1382 110331.941    7  508 111765.762 110331.941  1.28%  8894 177994s
  2869  1383 110331.941  117  504 111765.762 110331.941  1.28%  8891 178029s
  2870  1383 111765.762   59  509 111765.762 110331.941  1.28%  8888 178040s
  2871  1384 110331.941  123  510 111765.762 110331.941  1.28%  8885 178048s
  2872  1385 110331.941    7  509 111765.762 110331.941  1.28%  8882 178053s
  2873  1385 110331.941   52  509 111765.762 110331.941  1.28%  8879 178059s
  2874  1386 110331.941   47  505 111765.762 110331.941  1.28%  8876 178067s
  2875  1387 110331.941   63  506 111765.762 110331.941  1.28%  8873 178082s
  2876  1387 110331.941  128  506 111765.762 110331.941  1.28%  8870 178109s
  2877  1388 111765.762   18  505 111765.762 110331.941  1.28%  8866 178125s
  2878  1389 111765.762   13  507 111765.762 110331.941  1.28%  8863 178137s
  2879  1389 111765.762   31  511 111765.762 110331.941  1.28%  8860 178148s
  2880  1390 110331.941    7  510 111765.762 110331.941  1.28%  8857 178156s
  2881  1391 111765.762  140  510 111765.762 110331.941  1.28%  8854 178162s
  2882  1391 110331.941  179  508 111765.762 110331.941  1.28%  8851 178166s
  2883  1392 111765.762   31  510 111765.762 110331.941  1.28%  8848 178170s
  2884  1393 110331.941   76  511 111765.762 110331.941  1.28%  8845 178184s
  2885  1393 110331.941   65  510 111765.762 110331.941  1.28%  8842 178219s
  2886  1394 110331.941  136  508 111765.762 110331.941  1.28%  8839 178239s
  2887  1395 110331.941  129  511 111765.762 110331.941  1.28%  8836 178255s
  2888  1395 110331.941  125  511 111765.762 110331.941  1.28%  8833 178262s
  2889  1396 111765.762   81  509 111765.762 110331.941  1.28%  8830 178268s
  2890  1397 110331.941  182  512 111765.762 110331.941  1.28%  8827 178271s
  2891  1397 111765.762   32  516 111765.762 110331.941  1.28%  8824 178276s
  2892  1398 110331.941  139  513 111765.762 110331.941  1.28%  8820 178280s
  2895  1400 111765.762   24  515 111765.762 110331.941  1.28%  8811 178287s
  2896  1401 110331.941  118  515 111765.762 110331.941  1.28%  8808 178301s
  2897  1401 110331.941  125  510 111765.762 110331.941  1.28%  8805 178320s
  2898  1402 111765.762  188  509 111765.762 110331.941  1.28%  8802 178336s
  2899  1403 110331.941   49  510 111765.762 110331.941  1.28%  8799 178342s
  2900  1403 110331.941   88  513 111765.762 110331.941  1.28%  8796 178347s
  2901  1404 110331.941   90  513 111765.762 110331.941  1.28%  8793 178351s
  2903  1405 111765.762   22  513 111765.762 110331.941  1.28%  8787 178357s
  2905  1407 111765.762  144  513 111765.762 110331.941  1.28%  8781 178373s
  2906  1407 111765.762   24  513 111765.762 110331.941  1.28%  8778 178417s
  2907  1408 111765.762   12  512 111765.762 110331.941  1.28%  8775 178433s
  2908  1409 110331.941  176  511 111765.762 110331.941  1.28%  8772 178443s
  2909  1409 111765.762   17  514 111765.762 110335.420  1.28%  8769 178455s
  2910  1410 110335.420  107  514 111765.762 110335.420  1.28%  8766 178462s
  2911  1411 110335.420   62  515 111765.762 110335.420  1.28%  8763 178467s
  2912  1411 111765.762   87  514 111765.762 110335.420  1.28%  8760 178471s
  2913  1412 111765.762   14  513 111765.762 110335.420  1.28%  8757 178485s
  2914  1413 110335.420   15  510 111765.762 110335.420  1.28%  8754 178520s
  2915  1413 110335.420   84  514 111765.762 110335.420  1.28%  8751 178553s
  2916  1414 110335.420  113  511 111765.762 110335.420  1.28%  8748 178568s
  2917  1415 110335.420   40  514 111765.762 110335.420  1.28%  8745 178578s
  2918  1415 110335.420   90  513 111765.762 110335.420  1.28%  8742 178590s
  2919  1416 110335.420  112  512 111765.762 110335.420  1.28%  8739 178596s
  2920  1417 110335.420   40  514 111765.762 110335.420  1.28%  8736 178602s
  2921  1417 110335.420   92  514 111765.762 110335.420  1.28%  8733 178609s
  2922  1418 110335.420  135  513 111765.762 110335.420  1.28%  8730 178613s
  2923  1419 111765.762   19  514 111765.762 110335.420  1.28%  8727 178618s
  2924  1419 111765.762   29  514 111765.762 110335.420  1.28%  8724 178633s
  2925  1420 110335.420  103  507 111765.762 110335.420  1.28%  8721 178663s
  2926  1421 111765.762   73  510 111765.762 110335.420  1.28%  8718 178678s
  2927  1421 110335.420  145  511 111765.762 110335.420  1.28%  8715 178684s
  2928  1422 110335.420   28  511 111765.762 110335.420  1.28%  8712 178692s
  2929  1423 110335.420   59  510 111765.762 110335.420  1.28%  8709 178697s
  2930  1423 110335.420  172  509 111765.762 110335.420  1.28%  8706 178700s
  2932  1425 111207.949    7  511 111765.762 110335.420  1.28%  8700 178718s
  2933  1425 111765.762   88  502 111765.762 110335.420  1.28%  8697 178743s
  2934  1426 110335.420   15  511 111765.762 110335.420  1.28%  8694 178764s
  2935  1427 110335.420   23  511 111765.762 110335.420  1.28%  8691 178773s
  2936  1427 110335.420  179  510 111765.762 110335.420  1.28%  8688 178781s
  2937  1428 110335.420   67  511 111765.762 110335.420  1.28%  8685 178789s
  2938  1429 111765.762   93  511 111765.762 110335.420  1.28%  8682 178792s
  2939  1429 110335.420   14  510 111765.762 110335.420  1.28%  8679 178796s
  2941  1431 110335.420  104  511 111765.762 110335.420  1.28%  8674 178812s
  2942  1431 110335.420   94  506 111765.762 110335.420  1.28%  8671 178839s
  2943  1432 110335.420  125  504 111765.762 110335.420  1.28%  8668 178855s
  2944  1433 110335.420   42  508 111765.762 110335.420  1.28%  8665 178864s
  2945  1433 110335.420  147  509 111765.762 110335.420  1.28%  8662 178872s
  2946  1434 111765.762   10  509 111765.762 110335.420  1.28%  8659 178878s
  2947  1435 110335.420   88  508 111765.762 110335.420  1.28%  8656 178884s
  2948  1435 111765.762   23  509 111765.762 110335.420  1.28%  8653 178888s
